0,0,0.03000603,0,0.01718294,0.504032896,0,0.268053859,0,0,0
0,0,0.107946851,0,0.017944562,0.587489361,0,0.357330846,0,0,0
0,0,0.033615775,0,0.005888253,0.579011555,0,0.355257937,0,0,0
0,0,0.052541094,0,0.026075949,0.547594935,0,0.234683543,0,0,0
0,0,0.040599584,0,0.010604959,0.445408282,0,0.369052576,0,0,0
0,0,0.058023341,0,0.001439838,0.516901994,0,0.308125423,0,0,0
0,0,0.016356855,0,0.024353539,0.365303084,0,0.170474772,0,0,0
0,0,0.215834431,0,0.013602264,0.516886013,0,0.183630557,0,0,0
0,0,0.040217719,0,0.019326256,0.595945711,0,0.201499985,0,0,0
0,0,0.026440071,0,0.01874587,0.476145094,0,0.29243557,0,0,0
0,0,0.036083708,0,0.019208338,0.529445533,0.004775292,0.169226293,0,0,0
0,0,0.023823109,0.00050657,0.00591166,0.618190756,0,0.304591256,0.000547062,0,0
0,0,0.047134735,0,0.044557702,0.588161661,0,0.196053887,0,0,0
0,0,0.030304096,0,0.004576066,0.409485063,0.002057595,0.345799045,0.000113284,0,0
0,0,0.033678731,0,0.010046559,0.579588653,0,0.206176727,0,0,0
0,0,0.033547379,0,0.010122859,0.580199666,0,0.206186658,0,0,0
0,0,0.026339574,0,0.036602252,0.475829269,0,0.418311445,0,0,0
0,0,0.041947698,0,0.024982184,0.449679305,0,0.216512258,0,0,0
0,0,0.025683929,0,0.013905642,0.625753881,0.015833126,0.292018478,0,0,0
0,0,0.033391144,0,0.010075716,0.578734962,0,0.206640553,0,0,0
0,0,0.02418616,0,0.017147859,0.545301904,0,0.408119035,0,0,0
0,0,0.039034848,0,0.06974226,0.61218206,0.013234891,0.28671818,0,0,0
0,0,0.016449855,0,0.001256,0.34665607,0,0.141928029,0,0,0
0,0,0.188191563,0,0.01751227,0.515152606,0,0.321058281,0,0,0
0,0,0.032260065,0,0.025319009,0.668719715,0.011870566,0.281487809,0,0,0
0,0,0.025081063,0,0.001464428,0.411504271,0,0.462759252,0,0,0
0,0,0.015908607,0,0.007895383,0.563203955,0,0.407928098,0,0,0
0,0,0.036827884,0,0.016246704,0.615343899,0,0.292440665,0,0,0
0,0,0.068076052,0,0.049944361,0.434809734,0,0.376051662,0,0,0
0,0,0.060775818,0,0.001860262,0.626801841,0.000968281,0.311620385,0,0,0
0,0,0.028004709,0,0.001985519,0.39511828,0,0.323639596,0,0,0
0,0,0.031111064,0,0.008608312,0.590489192,0,0.209537238,0,0,0
0,0,0.018694683,0,0.018556203,0.439163467,0,0.358753254,0,0,0
0,0,0.039993725,0,0.004866142,0.556789077,0.000291613,0.381864082,0,0,0
0,0,0.030067263,0,0.008664544,0.552605382,0,0.391829949,0,0,0
0,0,0.038833222,0.000463962,0.015340878,0.544665621,0.001174272,0.267369585,0,0,0
0,0,0.014545099,0,0.028874713,0.445495574,0,0.307309447,0,0,0
0,0,0.032451538,0,0.0156582,0.670618351,0.0045845,0.393691894,0,0,0
0,0,0.026656253,0,0.013229399,0.52917597,0,0.304276183,0,0,0
0,0,0.019323934,0,0.041849002,0.397565522,0,0.181345677,0,0,0
0,0,0.069895182,0,0.007302888,0.657259933,0,0.266555417,0,0,0
0,0,0.022748866,0.000486624,0.005408468,0.612779461,0,0.317747514,0.000525522,0,0
0,0,0.016577098,0,0.000249308,0.68808906,0,0.501357645,0,0,0
0,0,0.035836465,0,0.02117322,0.512391914,0,0.193099763,0,0,0
0,0,0.051471602,0,0.104942297,0.503999189,0.003144435,0.211265413,0,0,0
0,0,0.031101113,0,0.021372046,0.57704524,0.021630631,0.243403857,0,0,0
0,0,0.015860841,0,0.015743353,0.530026216,0,0.430318314,0,0,0
0,0,0.055869706,0,0.016310545,0.407763636,0.007428551,0.234871854,0,0,0
0,0,0.023923434,0,0.023746222,0.470175197,0,0.251709954,0,0,0
0,0,0.03496383,0.000260756,0.013548653,0.490866959,0.000329982,0.170118911,0,0,0
0,0,0.03496383,0.000260756,0.013548653,0.490866959,0.000329982,0.170118911,0,0,0
0,0,0.224680868,0,0.004848186,0.531684402,0,0.223016558,0,0,0
0,0,0.020031262,0,0.009941441,0.513641109,0,0.364519497,0,0,0
0,0.001354463,0.124443611,0.000330399,0.048977244,0.536316886,0,0.142525157,0.000178405,0,0.064836207
0,0,0.01233688,0,0.006122748,0.622479326,0,0.324505616,0,0,0
0,0,0.018536713,0,0.019713646,0.481012973,0,0.440271437,0,0,0
0,0,0.028810288,0,0.040637668,0.471095927,0.023992122,0.243826007,0,0,0
0,0,0.064911384,0,0.005086623,0.662956521,0,0.298415211,0,0,0
0,0,0.010233735,0,0.015236894,0.512975414,0,0.345369586,0,0,0
0,0,0.085662839,0,0.002291989,0.62209524,0,0.317125885,0,0,0
0,0,0.015027032,0,0.008286511,0.66955011,0,0.328145846,0,0,0
0,0,0.014645931,0,0.001118265,0.612809103,0,0.411521441,0,0,0
0,0,0.020291176,0,0.045316958,0.629402198,0,0.29204262,0,0,0
