0,0,0.03000603,0
0,0,0.107946851,0
0,0,0.033615775,0
0,0,0.052541094,0
0,0,0.040599584,0
0,0,0.058023341,0
0,0,0.016356855,0
0,0,0.215834431,0
0,0,0.040217719,0
0,0,0.026440071,0
0,0,0.036083708,0
0,0,0.023823109,0
0,0,0.047134735,0
0,0,0.030304096,0
0,0,0.033678731,0
0,0,0.033547379,0
0,0,0.026339574,0
0,0,0.041947698,0
0,0,0.025683929,0
0,0,0.033391144,0
0,0,0.02418616,0
0,0,0.039034848,0
0,0,0.016449855,0
0,0,0.188191563,0
0,0,0.032260065,0
0,0,0.025081063,0
0,0,0.015908607,0
0,0,0.036827884,0
0,0,0.068076052,0
0,0,0.060775818,0
0,0,0.028004709,0
0,0,0.031111064,0
0,0,0.018694683,0
0,0,0.039993725,0
0,0,0.030067263,0
0,0,0.038833222,0
0,0,0.014545099,0
0,0,0.032451538,0
0,0,0.026656253,0
0,0,0.019323934,0
0,0,0.069895182,0
0,0,0.022748866,0
0,0,0.016577098,0
0,0,0.035836465,0
0,0,0.051471602,0
0,0,0.031101113,0
0,0,0.015860841,0
0,0,0.055869706,0
0,0,0.023923434,0
0,0,0.03496383,0
0,0,0.03496383,0
0,0,0.224680868,0
0,0,0.020031262,0
0,0.001354463,0.124443611,0
0,0,0.01233688,0
0,0,0.018536713,0
0,0,0.028810288,0
0,0,0.064911384,0
0,0,0.010233735,0
0,0,0.085662839,0
0,0,0.015027032,0
0,0,0.014645931,0
0,0,0.020291176,0
0,0,0.076407988,0
0,0,0.012422173,0
0,0,0.05837932,0
0,0,0.033445896,0
0,0,0.07542965,0
0,0,0.028936704,0
0,0,0.049019993,0
0,0,0.060262078,0
0,0,0.06275929,0
0,0,0.101906648,0
0,0,0.022658296,0
0,0,0.032586358,0
0,0,0.005761494,0
0,0,0.177210855,0
0,0,0.039698835,0
0,0,0.020854665,0
0,0,0.034995519,0
0,0,0.041853589,0
0,0,0.031588329,0
0,0,0.107281494,0
0,0,0.015549555,0
0,0,0.025352779,0
0,0,0.015335542,0
0,0,0.02957713,0
0,0,0.017448801,0
0,0,0.010322502,0
0,0,0.066595617,0
0,0,0.034215207,0
0,0,0.031722498,0
0,0,0.020290253,0
0,0,0.066622291,0
0,0,0.032825875,0
